nameseq,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis
5_8S_rRNA,156.0,103.54094403706658,6402.0,14.0,0.3333333333333333,2.6443629121123085,507.20607251885303,508.8395906690615,53.3496652411042,71.64478003111576,103.54094403706658,144.54841499240683,6388.0,258917.72903225807,72.90363496129108,36.45181748064554,3.2513209776849554,0.3102824993936769,0.2467232761006475,
5_8S_rRNA,152.99999999999997,109.7370091136801,6155.0,16.42430145971503,0.33333333333333337,2.5662135500079004,490.5731342012117,492.18421615445874,51.480848832376424,72.53679614019967,109.7370091136801,131.30439135895207,6138.575698540285,242245.30263157896,58.767595218752405,29.383797609376202,3.206360354256286,0.26456600170388833,0.18490288418755868,
5_8S_rRNA,174.0000000000001,115.57964465079709,7658.0,12.720628675846768,0.3333333333333331,2.7489515956352695,576.1562288129843,577.8190208094993,56.93689995747382,75.5940821070537,115.57964465079709,168.08981385943713,7645.2793713241535,333874.82080924854,92.49573175238343,46.24786587619172,3.3112426943274937,0.3041901784324845,0.24413749614458163,
5_8S_rRNA,128.00000000000009,81.30591258813423,4228.0,25.37258300203048,0.3333333333333331,2.353156665352806,367.66288907095304,369.1075425302982,46.245487073176264,54.56699460790926,81.30591258813423,125.22014086196194,4202.62741699797,136240.3779527559,70.65314625405267,35.326573127026336,2.872366320866819,0.3810073477624334,0.3272817275233113,
5S_rRNA,120.00000000000006,79.62240738289498,3630.0,10.564967418198192,0.33333333333333315,2.256128264407997,326.43835558953543,327.8070758717643,37.239432963220544,43.346657353464295,79.62240738289498,131.47765109127232,3619.435032581802,107457.47899159664,88.13099373780803,44.06549686890401,2.720319629912794,0.37107397392856606,0.3322096096820906,
5S_rRNA,112.99999999999997,72.62536536035987,3541.0,14.405111680062236,0.33333333333333337,2.2213490668074,327.1207728041739,328.57788813526173,35.4555993335598,45.60312519690068,72.62536536035987,122.24596544188792,3526.5948883199376,107963.42857142857,76.64284024498724,38.32142012249362,2.8948740956121592,0.3702727371319503,0.3314806926549933,
5S_rRNA,117.0,76.60531609781424,3587.0,11.432316981510139,0.3333333333333333,2.279514046220831,326.1380075980106,327.54075819027787,36.182447782000956,52.129995638785644,76.60531609781424,123.71435745999639,3575.56768301849,107282.94827586207,71.58436182121075,35.792180910605374,2.787504338444535,0.3715729196945536,0.26218847795600964,
5S_rRNA,119.0,75.42687336813994,3579.0,8.956549593810998,0.3333333333333333,2.2607992956754477,323.74063693024385,325.1095252216251,37.19699587269959,48.581603641320406,75.42687336813994,119.32546646935354,3570.043450406189,105696.20338983051,70.74386282803314,35.37193141401657,2.7205095540356625,0.403778101924678,0.22251243442271154,
5S_rRNA,118.99999999999997,76.88614408109694,3675.0,14.1229324958075,0.33333333333333337,2.287287193376549,331.9397535698308,333.34331058514493,38.21781165119424,47.44502381411663,76.88614408109694,108.63623472271193,3660.8770675041924,111117.7627118644,61.1912109085953,30.59560545429765,2.7894096938641253,0.3806159593660431,0.20031040284520632,
5S_rRNA,108.99999999999997,76.38608023995079,2985.0,17.20275785557324,0.3333333333333334,2.144835887669152,280.4425074770228,281.7378608249559,31.237846986584024,41.76922432657905,76.38608023995079,115.35195135046952,2967.797242144427,79376.22222222222,73.58272702389047,36.791363511945235,2.572867041073604,0.3488834847483452,0.3243603791427165,
5S_rRNA,122.00000000000006,78.80296876310487,3788.0,10.353320407089786,0.33333333333333315,2.3582863285908022,341.59332546172504,343.0019637078453,25.269888894143197,36.12448639146778,78.80296876310487,124.37740523489413,3777.64667959291,117650.34710743802,88.25291884342636,44.12645942171318,2.7999452906698763,0.3793724410028205,0.30101403024362794,
5S_rRNA,119.99999999999993,83.0701184081147,3710.0,17.032264090189997,0.33333333333333354,2.2471997153280348,332.34921393016714,333.74271779421986,52.43766555743269,57.01855996501326,83.0701184081147,113.3982373890288,3692.96773590981,111384.20168067227,56.37967742401553,28.189838712007766,2.7695767827513946,0.33335311212420893,0.31742995048019057,
5S_rRNA,114.99999999999999,83.05124045728125,3315.0,14.323511530456216,0.33333333333333337,2.215924848007258,303.4073169849403,304.73514528509804,37.669746507535386,55.487099204853536,83.05124045728125,110.08090774123525,3300.676488469544,92863.50877192982,54.593808536381715,27.296904268190858,2.63832449552122,0.3158996941161889,0.22182408664969008,
5S_rRNA,125.00000000000001,86.31812541373391,3933.0,12.625979425673941,0.33333333333333326,2.313932620178407,347.14838325995413,348.5453642895598,36.56602507425195,46.59508660380649,86.31812541373391,120.75150048706188,3920.374020574326,121483.87096774194,74.15641388325538,37.07820694162769,2.7771870660796325,0.3342824836718315,0.2434010646319582,
5S_rRNA,119.00000000000003,79.07091637027627,3607.0,4.307864149849747,0.33333333333333326,2.2605451610960268,325.7729270519574,327.1504085745706,42.801786710102334,49.81709864777178,79.07091637027627,113.14839924553137,3602.6921358501504,107027.38983050847,63.331300597759586,31.665650298879793,2.7375876222853557,0.3677016748235388,0.25091106160109194,
5S_rRNA,97.99999999999999,71.94390181510643,2418.0,19.74918247287335,0.33333333333333337,1.9914009759158018,238.13861509633418,239.36298622647934,41.31008523827089,48.13279619861273,71.94390181510643,92.2024465922629,2398.250817527127,57294.63917525773,44.06965039365017,22.034825196825086,2.429985868329941,0.3282470359670953,0.31669014968605774,
5S_rRNA,121.99999999999999,83.63810586516672,3802.0,19.730061282850137,0.33333333333333337,2.2609456105939554,337.53518335130633,338.9270869197885,45.93029405341049,58.97017889962757,83.63810586516672,120.94793530367323,3782.2699387171497,114871.57024793388,61.977756404045664,30.988878202022832,2.766681830748413,0.34095907058292857,0.30404370321949103,
5S_rRNA,130.99999999999997,87.61610072425135,4383.0,22.136109645883707,0.33333333333333337,2.323059771355931,376.2286538795258,377.6729150590902,53.918702950930474,61.63419575952358,87.61610072425135,122.34983664516861,4360.863890354116,142636.83076923076,60.71564088564503,30.357820442822515,2.871974457095617,0.34593776014976907,0.2858325139930217,
5S_rRNA,118.99999999999993,74.56265236101902,3727.0,22.748062390024796,0.33333333333333354,2.2884121668279875,336.79073621464113,338.21480487596654,41.46687165179585,50.4440210534966,74.56265236101902,102.77447452130778,3704.2519376099754,114389.25423728813,52.33045346781118,26.16522673390559,2.830174253904549,0.3958304922970958,0.1772236039030273,
5S_rRNA,119.99999999999997,80.66449525028217,3806.0,8.854142610369378,0.3333333333333334,2.339383475897081,345.0854966526411,346.53240235561367,32.20715258699528,42.90983005625053,80.66449525028217,107.56680043280693,3797.1458573896307,120084.70588235294,64.6569703765564,32.3284851882782,2.8757124721053433,0.34196312332400725,0.23271280298597474,
5S_rRNA,117.99999999999994,73.79602696898095,3498.0,15.49797258128898,0.33333333333333354,2.235320763867762,317.0488921286431,318.40091912421565,41.99773271634254,47.87338280285419,73.79602696898095,126.29296090833247,3482.502027418711,101379.1452991453,78.41957810547828,39.20978905273914,2.6868550180393496,0.4182696182999102,0.3138675763693392,
5S_rRNA,137.0,90.95688682512379,5025.0,20.55813391367697,0.3333333333333333,2.4668219219605256,424.6739926108025,426.23243451817945,35.95122757135323,50.318410141253345,90.95688682512379,134.75594558659623,5004.441866086323,181674.08823529413,84.43753544534289,42.218767722671444,3.0998101650423537,0.32525970963147466,0.27172167094037547,
5S_rRNA,127.99999999999994,86.40363684605349,4164.0,9.730372509301523,0.3333333333333335,2.3439105969299683,363.0647325202491,364.4913184972209,35.17417085457759,58.73118619360498,86.40363684605349,126.20691677485678,4154.269627490698,132853.92125984252,67.47573058125181,33.737865290625905,2.8364432228144474,0.3437103036574326,0.21121468371741295,
5S_rRNA,119.00000000000001,77.65813225510169,3551.0,4.344140910978626,0.33333333333333326,2.2436722930734927,321.5027216058987,322.8621472109961,35.031406617000684,49.52243862299977,77.65813225510169,110.13652302940372,3546.6558590890213,104239.96610169491,60.61408440640395,30.307042203201974,2.7017035429067118,0.3857684395801999,0.19559536541605893,
5S_rRNA,98.99999999999994,63.71989609453813,2457.0,15.079964899016577,0.33333333333333354,2.0109870819698092,241.4746363492448,242.70352284217054,42.0,53.73450587172376,63.71989609453813,93.30762672849043,2441.9200351009836,58905.0,39.57312085676667,19.786560428383336,2.439137740901464,0.4383081938399053,0.15259888477808228,
5S_rRNA,130.00000000000003,90.57556120123817,4244.0,19.338187340676892,0.33333333333333326,2.33399887683268,365.9125578604812,367.32808561369245,49.02730959297033,58.1575624146471,90.57556120123817,126.07438938868391,4224.661812659323,134929.92248062015,67.91682697403681,33.958413487018404,2.8147119835421623,0.32322836113589193,0.27712237866520706,
5S_rRNA,126.99999999999999,91.1518504763898,4235.0,12.711782878145993,0.33333333333333337,2.3472397234548836,370.3673851731548,371.83419243887005,37.22837284575246,44.62672635926623,91.1518504763898,125.20317486702498,4222.288217121854,138260.66666666666,80.57644850775876,40.28822425387938,2.916278623410668,0.29037235155182795,0.25238629058283946,
5S_rRNA,103.99999999999997,74.02144458235081,2830.0,13.611550762531417,0.3333333333333334,2.0938888412585763,271.73148510984146,273.04738377506527,30.555288333080455,44.39416868072239,74.02144458235081,103.14215869684841,2816.3884492374686,74554.87378640777,58.747990016126025,29.373995008063012,2.612802741440784,0.33097256365633515,0.2518002389954682,
5S_rRNA,138.00000000000006,77.52079502889062,5122.0,7.211476008032275,0.3333333333333332,2.4900276572573623,431.7754045797421,433.34836208264136,53.113046510218794,56.069826667795695,77.52079502889062,132.2206329976872,5114.788523991968,187790.80291970802,76.15080632989151,38.075403164945754,3.1288072795633473,0.4202129463347412,0.23557093753608122,
5S_rRNA,114.00000000000001,71.19828081406739,3266.0,7.914600050239622,0.3333333333333333,2.2378794419812666,301.9900660617829,303.32336201964836,32.904990678719635,39.210283443471596,71.19828081406739,122.96850451125758,3258.0853999497604,92005.06194690266,83.75822106778598,41.87911053389299,2.6490356672086217,0.42519662726762675,0.2752956604693286,
5S_rRNA,143.99999999999994,85.40227526463545,5218.0,19.442998962793194,0.3333333333333335,2.5139187472911786,429.7627252333548,431.2627742103188,43.018266926190265,57.97533521511042,85.40227526463545,137.7176139586399,5198.557001037207,185987.58041958042,79.74227874352948,39.87113937176474,2.9844633696760763,0.40904704825352267,0.21659788145192987,
5S_rRNA,116.99999999999997,80.5083539750854,3611.0,12.244034898614908,0.3333333333333334,2.2475145093964666,329.0258348519155,330.44100626388615,33.80807502496734,43.16523832958626,80.5083539750854,108.41020266642965,3598.7559651013853,109191.25862068965,65.2449643368434,32.6224821684217,2.812186622665945,0.33272444434041193,0.2610504856418691,
5S_rRNA,125.00000000000007,75.29617812942627,4121.0,14.216277789869727,0.33333333333333315,2.320507784071714,363.3620783736244,364.8243059248498,43.51125414906169,55.96304510867387,75.29617812942627,128.41647386539682,4106.783722210131,133096.7741935484,72.45342875672296,36.22671437836148,2.9068966269889938,0.4103660631817464,0.2773789187114149,
5S_rRNA,122.99999999999997,74.03476657497886,3899.0,7.131937058181029,0.3333333333333334,2.291723762698472,348.81513728621354,350.2417900185668,40.43355443307699,48.43415411304144,74.03476657497886,113.07376239026817,3891.868062941819,122669.31147540984,64.63960827722673,32.319804138613364,2.835895425091168,0.42112765351272846,0.2335095800699452,
5S_rRNA,121.00000000000003,84.58267652338728,3785.0,18.362737975799487,0.33333333333333326,2.27722986208531,338.7565497521782,340.16510697013,35.842422566961545,45.0663260462478,84.58267652338728,131.27692416444796,3766.6372620242005,115712.3,86.21059811820015,43.105299059100076,2.7996409070427943,0.32250880613160976,0.3452755236043121,
5S_rRNA,113.0,81.36648020089049,3471.0,14.375061708020443,0.3333333333333333,2.191152559668564,319.98437461851165,321.4097018270784,44.48911149226129,52.172988462966686,81.36648020089049,103.73737245965823,3456.6249382919796,103304.19642857143,51.56438399669155,25.782191998345773,2.8317201293673597,0.2965787298535119,0.2702731643868137,
5S_rRNA,115.99999999999997,77.3281247148454,3418.0,4.968525543622439,0.33333333333333337,2.24929398429475,312.75229815302714,314.10914746587554,35.411726266873075,49.71946272247507,77.3281247148454,119.29527918945954,3413.0314744563775,98664.55652173913,69.57581646698446,34.78790823349223,2.6961405013192,0.370950514322674,0.24992465648458725,
5S_rRNA,120.00000000000006,75.13759426090809,3668.0,21.910066064477803,0.33333333333333315,2.273107147632511,330.145422503478,331.5296861113786,43.6732605345855,51.39583903169351,75.13759426090809,107.59160058441456,3646.0899339355224,109911.93277310925,56.19576155272105,28.097880776360526,2.751211854195649,0.40766040672836545,0.21362438272551273,
5S_rRNA,120.99999999999994,83.17284633826245,3699.0,5.2719134079594285,0.33333333333333354,2.248841413410099,330.4148907056097,331.78876312095525,42.97876622405002,54.26146543570833,83.17284633826245,121.62606276406326,3693.7280865920407,110083.78333333334,67.36459732835493,33.682298664177466,2.7307015760794204,0.3434514126856385,0.27994459185499754,
5S_rRNA,129.9999999999999,90.0183849172997,4634.0,14.0,0.33333333333333365,2.396819717354871,400.50967528887486,402.0590415202934,37.52382427817414,43.834354081244186,90.0183849172997,132.63408365158702,4620.0,161651.47286821704,88.79972957034283,44.39986478517142,3.080843656068271,0.2994805185707141,0.29827466535560354,
5S_rRNA,126.00000000000001,84.77837084267087,3998.0,15.858370310062714,0.3333333333333333,2.339162731557623,351.4854193277439,352.8885603133091,37.60195650990508,45.568449674845844,84.77837084267087,135.10717430818934,3982.1416296899374,124530.336,89.53872463334349,44.769362316671746,2.7895668200614594,0.35183504257021725,0.26953520337208214,
5S_rRNA,119.00000000000003,72.84715111058881,3705.0,11.002400250063321,0.33333333333333326,2.275417020347088,335.2700404151853,336.6876790444506,40.719301288226134,48.011811668574765,72.84715111058881,113.31272976537954,3693.997599749937,113358.59322033898,65.30091809680478,32.65045904840239,2.8173952976065983,0.4129761982215053,0.2641374353916873,
5S_rRNA,126.00000000000001,80.9030540991952,4084.0,12.36832330785358,0.3333333333333333,2.3383879594729753,357.9608917186345,359.3898829961689,45.40218248982636,50.89479213544935,80.9030540991952,123.67861192379712,4071.6316766921464,129161.088,72.78381978834777,36.391909894173885,2.8409594580844004,0.37794865537645417,0.266921531204508,
5S_rRNA,118.99999999999996,80.19622148070428,3649.0,10.87767905339985,0.3333333333333334,2.2687582604855354,329.3903459423181,330.78312317328283,33.08198695192418,43.975321788776206,80.19622148070428,122.80663399712736,3638.1223209466,109417.47457627118,78.83131220835116,39.41565610417558,2.7679861003556154,0.35341453382568977,0.3234629243657891,
5S_rRNA,123.99999999999994,81.02412371208013,4110.0,12.007175448676895,0.3333333333333335,2.3366779187213287,363.7114240713371,365.1869328644706,34.19951551196357,48.578961224530396,81.02412371208013,119.7983817732264,4097.992824551323,133361.49593495936,71.21942054869601,35.609710274348004,2.9331566457365907,0.35447780941429,0.23138954660415592,
5S_rRNA,115.0,68.33669111143287,3501.0,12.437326090683875,0.33333333333333337,2.228086767945267,321.87264562245736,323.2812853749567,38.50515262829874,50.5442829631408,68.33669111143287,105.42800444744014,3488.5626739093163,104510.78947368421,54.88372148429934,27.44186074214967,2.798892570630064,0.4349233417924662,0.24726917299437745,
